uncertainty	topics_地域	topics_少数民族	topics_种族文化	topics_性别	topics_性傾向	topics_身心障碍	topics_职业教育	topics_宗教	topics_其他	idx
1.0	1	1	0	1	0	0	0	0	0	6078
1.0	0	0	1	1	0	0	0	0	0	20995
1.0	0	0	0	1	0	0	0	0	0	7063
1.0	0	0	0	1	0	0	0	0	0	7151
1.0	1	0	0	0	0	0	0	0	0	qid_6840871330073257104
1.0	0	0	0	1	0	0	0	0	1	qid_7874023527972973177
1.0	0	0	0	1	1	0	0	0	0	8199
1.0	1	0	0	0	0	0	0	0	0	qid_4760063974389827176
1.0	1	0	0	0	0	0	0	0	0	qid_3384779192328003573
1.0	0	0	0	1	0	0	0	0	0	qid_3231261371347815179
1.0	1	0	1	0	0	0	0	0	0	15123
1.0	0	0	0	1	0	0	0	0	0	qid_592632935260114429
1.0	1	0	0	0	0	0	0	0	0	4293
1.0	0	0	0	1	0	0	1	0	0	11528
1.0	0	0	0	1	0	0	0	0	0	6922
1.0	0	0	0	1	0	0	0	0	0	qid_1013616996744839360
1.0	0	0	0	1	0	0	0	0	0	qid_5655332014904025048
1.0	1	0	1	0	0	0	0	0	0	22241
1.0	0	0	0	1	0	0	0	0	0	qid_5422503240770597175
1.0	0	0	0	1	0	0	0	0	0	qid_6888856690852538874
1.0	0	0	0	1	0	0	0	0	0	qid_3366660158480447791
1.0	0	0	0	1	0	0	0	0	0	qid_8394600415415151958
1.0	1	0	1	0	0	0	0	0	0	19099
1.0	0	0	0	1	0	0	0	0	0	qid_1047368359914573607
1.0	1	0	1	0	0	0	0	0	0	5737
1.0	0	0	0	1	0	0	0	0	0	qid_7693154630260497539
1.0	0	0	0	1	0	1	0	0	0	qid_7774815668498207378
1.0	0	0	0	1	0	0	0	0	0	qid_1608955887782723903
1.0	0	0	0	1	0	0	0	0	0	qid_915961164769832038
1.0	0	0	0	1	0	0	0	0	0	qid_9153969255067540495
1.0	0	0	0	1	0	0	0	0	0	qid_8648126218468139505
1.0	0	0	0	1	0	0	0	0	0	qid_8976431361125097826
1.0	0	0	0	1	0	0	0	0	0	qid_6791900672742173068
1.0	0	0	0	1	0	0	1	0	0	9791
1.0	0	0	0	1	0	0	0	0	0	qid_4803452315534402809
1.0	1	0	0	0	0	0	0	0	0	4100
1.0	1	0	0	1	0	0	0	0	0	qid_893758727808312295
1.0	0	0	0	1	0	0	1	0	0	8880
1.0	0	0	0	1	0	0	0	0	0	qid_2025359692894782075
1.0	1	0	0	0	0	0	0	0	0	qid_8876085889537682452
1.0	0	0	0	1	0	0	0	0	0	qid_5989088253464601990
1.0	0	0	0	1	0	0	0	0	0	qid_3282356463726970002
1.0	1	0	1	0	0	0	0	0	0	16170
1.0	0	0	0	1	0	0	0	0	0	7178
1.0	0	0	0	1	0	0	0	0	0	qid_6779331894165243340
1.0	0	0	0	1	0	0	0	0	0	qid_2747371804855834193
1.0	1	0	0	1	0	0	1	0	0	qid_4770888650472627407
1.0	1	0	0	0	0	0	0	0	0	qid_5557472953193171632
1.0	0	0	0	1	0	0	0	0	0	qid_6628333593484209957
1.0	1	0	0	0	0	0	0	0	0	qid_88047204474135417
1.0	1	0	1	0	0	0	0	0	0	qid_6375985624450774059
1.0	0	0	0	1	0	0	0	0	0	qid_6893747382371646165
1.0	0	0	0	1	0	0	0	0	1	qid_3660253251845010465
1.0	0	0	1	1	1	0	1	0	0	qid_8092231310384887996
1.0	1	0	0	1	0	0	0	0	0	qid_191995403640588874
1.0	1	0	0	0	0	0	0	0	0	17339
1.0	0	0	0	1	0	0	0	0	0	qid_6760415029015612911
1.0	0	0	0	1	0	0	0	0	0	7161
1.0	0	0	0	1	0	0	1	1	0	qid_1231976060658218728
1.0	0	0	0	1	0	1	0	0	0	qid_6981032263616010929
1.0	1	0	1	0	0	0	0	0	0	22212
1.0	0	0	0	1	0	0	1	0	0	qid_3523044928776934400
1.0	0	0	0	1	0	0	0	0	0	qid_1371813728135127670
1.0	1	0	0	0	0	0	0	0	0	qid_6104458017959460666
1.0	0	0	0	1	0	0	0	0	0	qid_6821389977816757485
1.0	1	0	1	0	0	0	0	0	0	15127
1.0	0	0	0	1	0	0	0	0	0	qid_7484686183896469197
1.0	0	0	0	1	0	0	0	0	0	qid_2107560871144042519
1.0	0	0	0	1	0	0	0	0	0	qid_6192292609283193017
1.0	1	0	0	0	0	0	1	0	0	qid_3864879960123960969
1.0	0	0	0	1	0	0	0	0	0	qid_593333812353631149
1.0	1	0	0	0	0	0	0	0	0	479
1.0	1	0	0	0	0	0	1	0	0	qid_8615117821208915257
1.0	0	0	0	1	0	0	0	0	0	qid_3933200187573455128
1.0	0	0	0	1	0	0	0	0	0	qid_8577978218131276747
1.0	0	0	0	1	0	0	0	0	0	qid_8755357949757400957
1.0	0	0	0	1	0	0	0	0	0	qid_8773996203966087475
1.0	0	0	0	1	0	0	0	0	0	qid_2245574477158291508
1.0	0	0	0	1	0	0	1	0	0	qid_871550504860760368
1.0	0	0	0	1	0	0	0	0	0	qid_2496115899950917710
1.0	0	0	0	1	0	0	0	0	0	qid_2102048670431342664
1.0	0	0	0	1	0	0	0	0	0	qid_7627218879905629917
1.0	0	0	0	1	0	0	0	0	0	qid_1882374170126181423
1.0	0	0	0	1	0	0	0	0	0	qid_3267170098538696727
1.0	0	0	0	1	0	0	1	0	0	qid_5637153003150002900
1.0	0	0	0	1	0	0	0	0	0	qid_2375648293309123957
1.0	0	0	0	1	0	0	0	0	1	qid_1284792913530766304
1.0	0	0	0	1	0	0	0	0	0	qid_1013048492087585678
1.0	0	0	0	1	0	0	0	0	0	qid_3013600085561950751
1.0	1	0	0	1	0	0	0	0	0	qid_7989377740546050189
1.0	0	0	0	1	0	0	0	0	0	qid_9053102516777706991
1.0	0	0	0	1	0	0	0	0	0	qid_3333580841322457131
1.0	1	0	0	0	0	0	0	0	0	qid_4015154261205217324
1.0	0	0	0	1	0	0	0	0	0	qid_3051587895747455019
1.0	1	0	1	0	0	0	0	0	0	22250
1.0	1	0	0	0	0	0	0	0	0	1925
1.0	1	0	0	0	0	0	0	0	0	17492
1.0	0	0	0	1	0	0	0	0	0	20563
1.0	1	0	1	0	0	0	0	0	0	23574
1.0	0	0	0	1	0	0	0	0	0	qid_9056975105310640499
1.0	0	0	0	1	0	0	0	0	0	7138
1.0	1	0	0	1	0	0	0	0	0	qid_263797860595895577
1.0	0	0	0	1	0	0	0	0	0	qid_3721264783712296231
1.0	0	0	0	1	0	0	0	0	0	qid_5866703964522746442
1.0	0	0	0	1	0	0	0	0	0	qid_4050149841791126537
1.0	1	0	0	0	0	0	0	0	0	2538
1.0	0	0	0	1	0	0	0	0	0	qid_5754989758926271155
1.0	1	0	1	0	0	0	0	0	0	20851
1.0	1	0	1	0	0	0	0	0	0	15149
1.0	0	0	0	1	0	0	0	0	0	qid_9122936640779958711
1.0	1	0	1	0	0	0	0	0	0	19941
1.0	0	0	0	1	0	0	0	0	0	qid_4084704956493776808
1.0	1	0	1	1	0	0	0	0	0	21511
1.0	0	0	0	1	0	0	0	0	0	qid_7953810064034303545
1.0	1	0	0	0	0	0	0	0	0	qid_1722613675280576244
0.8888888955116272	1	0	1	0	0	0	0	0	0	20370
0.8888888955116272	1	0	1	0	0	0	0	0	0	15655
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5766850685973842423
0.8888888955116272	1	0	1	0	0	0	0	0	0	20136
0.8888888955116272	0	0	0	0	0	0	1	0	0	25900
0.8888888955116272	0	0	0	0	0	0	1	0	0	27022
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3357020543874700462
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_6406406009694083137
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8506869486980054714
0.8888888955116272	0	0	0	0	0	0	1	0	0	27673
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3196743424870537721
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_9001958558237219259
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_1482966395319556554
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5576110906218834159
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7069158333929489257
0.8888888955116272	0	1	0	0	0	0	0	0	0	5595
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7255882884703059571
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2327840805587388748
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7557202769584894107
0.8888888955116272	0	0	0	0	0	0	1	0	0	qid_6053053339747521529
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8530376512789735326
0.8888888955116272	0	0	0	1	0	0	1	0	0	qid_330602675631212840
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_654314286904389098
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_6487201336003375807
0.8888888955116272	1	0	0	1	0	0	0	0	0	qid_9141773798441937122
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8142533798412321809
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7888151326715588346
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_1124092182489299844
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_218903358960738294
0.8888888955116272	1	0	0	0	0	0	0	0	0	qid_6000912158533900362
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3702115762235242147
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2377021992114017676
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_693940292572213952
0.8888888955116272	0	0	0	1	1	0	0	0	0	qid_6958655551154690043
0.8888888955116272	1	0	0	0	0	0	0	0	0	qid_3619966594658838019
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5254908770469660506
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_9071554881769045100
0.8888888955116272	0	1	0	0	0	0	0	0	0	6111
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_9220098877445019454
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2916092870905017245
0.8888888955116272	0	0	1	0	0	0	0	0	0	qid_5419041066570052718
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_593679293705179289
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8539536717553613926
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_4182272883266038722
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8636094082421426357
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5680195819689506537
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5160669108893312819
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7084306949677467458
0.8888888955116272	1	0	1	0	0	0	0	0	0	20304
0.8888888955116272	1	0	1	0	0	0	0	0	0	20151
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3906208280493826376
0.8888888955116272	1	0	1	0	0	0	0	0	0	qid_6283768694982270796
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7483055349189870291
0.8888888955116272	0	0	0	0	0	0	1	0	0	qid_3997551064973005250
0.8888888955116272	0	0	0	1	1	0	0	0	0	qid_4381521775993813117
0.8888888955116272	0	0	0	1	0	0	1	0	0	10481
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2865406624485900961
0.8888888955116272	0	0	0	0	0	0	1	0	0	27923
0.8888888955116272	1	0	1	0	0	0	0	0	0	20145
0.8888888955116272	1	0	1	0	0	0	0	0	0	20265
0.8888888955116272	1	0	1	0	0	0	0	0	0	15617
0.8888888955116272	0	0	0	0	0	0	1	0	0	26173
0.8888888955116272	0	0	0	1	0	0	1	0	0	10637
0.8888888955116272	0	0	0	1	1	0	0	0	0	qid_5830909274634303202
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7587143213928303136
0.8888888955116272	0	0	0	1	0	0	1	0	0	qid_6871418313085343013
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_437165702656857016
0.8888888955116272	0	1	0	0	0	0	0	0	0	5466
0.8888888955116272	0	0	0	0	0	0	1	0	0	qid_5288198041194390085
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_55864322326078127
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3683840208554817196
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7316982201193212653
0.8888888955116272	0	0	0	0	0	0	1	0	0	28125
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_4009166809718411594
0.8888888955116272	0	0	0	0	0	0	1	0	0	qid_2172942734831824080
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3795812252353975794
0.8888888955116272	0	1	0	0	0	0	0	0	0	5657
0.8888888955116272	0	0	0	1	0	0	1	0	0	10631
0.8888888955116272	0	1	0	0	0	0	0	0	0	qid_5302008876564142738
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3996074860909744829
0.8888888955116272	0	0	0	0	0	0	1	0	0	25988
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5475552407076217313
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2246990616543162793
0.8888888955116272	0	0	0	0	0	0	1	0	0	27029
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8578261258153867656
0.8888888955116272	0	1	0	0	0	0	0	0	0	5907
0.8888888955116272	0	0	0	0	0	0	1	0	0	27999
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_1149291940110447378
0.8888888955116272	0	0	0	0	0	0	1	0	0	25800
0.8888888955116272	1	0	0	1	0	0	0	0	0	qid_3084225081151041453
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_1298242000461651802
0.8888888955116272	1	0	1	0	0	0	0	0	0	20355
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8688457192269813809
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_6074623575755736915
0.8888888955116272	1	0	1	0	0	0	0	0	0	20135
0.8888888955116272	0	0	0	0	0	0	1	0	0	qid_4829275770625452229
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8189999079763346586
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_4973555151730202158
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_2548672061055502437
0.8888888955116272	1	0	1	0	0	0	0	0	0	20237
0.8888888955116272	1	0	1	0	0	0	0	0	0	20287
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_4361216691910660010
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_3990110695000534612
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8476561313428860028
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_8828275412447275893
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_5833357569385357193
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_6537562481203125172
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_834891589863618877
0.8888888955116272	0	0	0	1	0	0	1	0	0	qid_7731224011283801823
0.8888888955116272	1	0	1	0	0	0	0	0	0	20137
0.8888888955116272	0	0	0	1	0	0	0	0	0	qid_7293443271287701485
0.8888888955116272	0	0	0	1	0	0	1	0	0	10591
0.8888888955116272	0	1	0	0	0	0	1	0	0	5139
0.7777777910232544	1	0	0	1	0	0	0	0	0	qid_8592360885222098427
0.7777777910232544	1	0	1	0	0	0	0	0	0	qid_2158832495306158860
0.7777777910232544	1	0	1	0	0	0	0	0	0	qid_989785676517808304
0.7777777910232544	1	0	1	0	0	0	0	0	0	qid_6890724446048450450
0.7777777910232544	1	0	0	0	0	0	0	0	0	qid_6049969107678480675
0.7777777910232544	0	0	0	0	0	0	1	0	0	qid_122728180464203760
0.7777777910232544	0	0	0	0	0	0	1	0	0	qid_4989242691588249052
0.7777777910232544	1	0	0	0	0	0	0	0	0	qid_3779141265729206604
0.7777777910232544	1	0	0	0	0	0	0	0	0	qid_5241637868067721539
0.7777777910232544	0	0	0	1	0	0	0	0	0	qid_8889826352305284518
0.7777777910232544	0	0	0	1	0	0	0	0	1	qid_5608750982163737249
0.7777777910232544	1	0	0	0	0	0	0	0	0	qid_2231182426277899068
0.7777777910232544	0	0	0	1	1	0	0	0	0	8542
0.7777777910232544	0	0	0	0	0	0	1	0	0	qid_3585226138226426368
0.7777777910232544	0	0	0	1	0	0	0	0	1	qid_3660266948970626800
0.7777777910232544	1	0	1	0	0	0	0	0	0	qid_1602195289029404979
0.6666666865348816	0	0	0	0	1	0	0	0	0	12277
0.6666666865348816	0	1	0	0	0	0	0	0	0	qid_675107192519334585
0.6666666865348816	0	0	0	0	1	0	0	0	0	7738
0.6666666865348816	0	0	0	0	1	0	0	0	0	7669
0.6666666865348816	1	0	0	1	0	0	0	0	0	qid_5833135221095012153
0.6666666865348816	0	0	0	0	1	0	0	0	0	12435
0.6666666865348816	0	0	0	0	1	0	0	0	0	8075
0.6666666865348816	0	0	0	0	0	0	0	0	1	qid_7460593075169665305
0.6666666865348816	0	0	0	0	1	0	0	0	0	12439
0.6666666865348816	0	0	0	0	1	0	0	0	0	6422
0.6666666865348816	0	0	0	0	1	0	0	0	0	7720
0.6666666865348816	0	0	0	0	1	0	0	0	0	12280
0.5555555820465088	0	0	1	0	0	0	0	0	0	qid_8408560066850263910
0.5555555820465088	0	0	0	0	0	0	1	0	1	qid_7281590190011286002
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_7853434609077017985
0.5555555820465088	0	0	0	1	0	0	0	0	1	qid_692614317413061034
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_3040176362062443319
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_2351227816173449794
0.5555555820465088	0	0	0	0	0	0	1	0	1	qid_826724304501502089
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_5348282756943404647
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_5723528976105058240
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_6787444150004701441
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_7054142444738347858
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_6732918253295349974
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_8426250960519947113
0.5555555820465088	0	0	0	0	0	0	0	0	1	qid_7256746935087730702
0.5555555820465088	0	0	0	0	0	0	1	0	0	qid_3144518896238516281
0.4444444477558136	0	0	0	0	0	1	0	0	0	qid_4187051559844839059
0.4444444477558136	0	0	0	0	0	0	0	0	1	qid_7381970925090790633
0.3333333432674408	0	0	0	0	0	0	0	1	0	qid_3119150188363409481
